Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
478.7518	26.382	348.168
478.2549	26.380	347.833
477.7579	26.376	347.497
477.2608	26.372	347.160
476.7635	26.368	346.822
476.2662	26.365	346.481
475.7687	26.360	346.140
475.2711	26.356	345.797
474.7734	26.350	345.454
474.2756	26.344	345.108
473.7776	26.337	344.762
473.2796	26.330	344.414
472.7814	26.322	344.064
472.2831	26.314	343.713
471.7848	26.306	343.361
471.2863	26.296	343.007
470.7876	26.287	342.651
470.2889	26.276	342.293
469.7900	26.266	341.935
469.2911	26.254	341.575
468.7920	26.242	341.215
468.2928	26.229	340.853
467.7935	26.216	340.489
467.2941	26.203	340.121
466.7945	26.191	339.752
466.2949	26.177	339.382
465.7951	26.163	339.011
465.2952	26.148	338.638
464.7952	26.132	338.265
464.2951	26.116	337.890
463.7949	26.101	337.515
463.2946	26.085	337.139
462.7941	26.068	336.761
462.2935	26.052	336.383
461.7928	26.036	336.003
461.2921	26.019	335.623
460.7911	26.001	335.242
460.2901	25.983	334.859
459.7889	25.964	334.476
459.2877	25.944	334.091
458.7863	25.925	333.703
458.2848	25.906	333.315
457.7832	25.886	332.925
457.2815	25.865	332.534
456.7796	25.844	332.141
456.2777	25.821	331.748
455.7756	25.799	331.354
455.2734	25.777	330.957
454.7711	25.754	330.559
454.2687	25.730	330.160
453.7662	25.707	329.759
453.2635	25.683	329.356
452.7608	25.659	328.953
452.2579	25.634	328.548
451.7549	25.608	328.143
451.2518	25.582	327.736
450.7485	25.556	327.328
450.2452	25.531	326.915

