Source : TiO2_Si_Sputtering_50min_muestra2.D1.11h 07mn 53s
Spectrum : 1

Wavelength	Psi	Delta
587.7176	11.753	166.776
587.2455	11.779	166.808
586.7734	11.799	166.824
586.3011	11.815	166.793
585.8287	11.823	166.776
585.3563	11.845	166.710
584.8837	11.865	166.635
584.4109	11.862	166.537
583.9382	11.870	166.438
583.4652	11.881	166.416
582.9922	11.893	166.380
582.5191	11.903	166.354
582.0458	11.916	166.351
581.5725	11.933	166.336
581.0991	11.940	166.328
580.6255	11.938	166.332
580.1519	11.945	166.317
579.6780	11.958	166.302
579.2042	11.959	166.288
578.7303	11.970	166.283
578.2561	11.978	166.282
577.7819	11.979	166.281
577.3076	11.984	166.268
576.8332	11.997	166.247
576.3586	12.001	166.254
575.8840	12.013	166.252
575.4093	12.024	166.252
574.9344	12.035	166.239
574.4595	12.044	166.242
573.9844	12.051	166.240
573.5092	12.061	166.235
573.0339	12.070	166.231
572.5586	12.078	166.224
572.0831	12.088	166.222
571.6075	12.100	166.216
571.1318	12.112	166.227
570.6559	12.124	166.228
570.1801	12.135	166.234
569.7040	12.141	166.239
569.2278	12.156	166.241
568.7516	12.164	166.240
568.2753	12.175	166.246
567.7989	12.186	166.241
567.3222	12.194	166.248
566.8455	12.205	166.252
566.3687	12.215	166.247
565.8918	12.225	166.248
565.4149	12.236	166.251
564.9377	12.244	166.254
564.4605	12.252	166.255
563.9832	12.259	166.257
563.5057	12.267	166.253
563.0282	12.275	166.248
562.5505	12.287	166.250
562.0728	12.296	166.252
561.5948	12.305	166.256
561.1169	12.314	166.254
560.6388	12.323	166.255
560.1606	12.332	166.254
559.6823	12.341	166.247
559.2039	12.349	166.243
558.7253	12.357	166.248
558.2467	12.368	166.252
557.7679	12.378	166.246
557.2891	12.387	166.251
556.8102	12.395	166.257
556.3311	12.405	166.253
555.8519	12.414	166.261
555.3726	12.423	166.261
554.8932	12.431	166.258
554.4137	12.440	166.257
553.9341	12.449	166.254
553.4543	12.459	166.257
552.9745	12.466	166.257
552.4946	12.473	166.263
552.0145	12.482	166.269
551.5345	12.490	166.273
551.0541	12.498	166.287
550.5737	12.505	166.296
550.0933	12.515	166.297
549.6126	12.522	166.302
549.1320	12.530	166.310
548.6511	12.538	166.312
548.1702	12.545	166.310
547.6891	12.552	166.315
547.2080	12.560	166.321
546.7267	12.567	166.328
546.2454	12.575	166.333
545.7639	12.583	166.341
545.2823	12.590	166.348
544.8007	12.596	166.354
544.3188	12.603	166.356
543.8369	12.609	166.362
543.3549	12.616	166.368
542.8728	12.619	166.379
542.3905	12.626	166.387
541.9082	12.634	166.393
541.4257	12.641	166.399
540.9431	12.646	166.405
540.4604	12.652	166.410
539.9777	12.661	166.409
539.4948	12.669	166.412
539.0118	12.677	166.414
538.5286	12.683	166.418
538.0454	12.689	166.429
537.5621	12.696	166.431
537.0786	12.703	166.437
536.5950	12.709	166.442
536.1114	12.717	166.450
535.6276	12.723	166.458
535.1437	12.732	166.457
534.6597	12.740	166.467
534.1756	12.749	166.465
533.6913	12.755	166.467
533.2070	12.764	166.475
532.7226	12.774	166.491
532.2380	12.782	166.496
531.7534	12.791	166.507
531.2686	12.800	166.518
530.7837	12.812	166.535
530.2987	12.822	166.537
529.8136	12.832	166.548
529.3284	12.842	166.561
528.8430	12.853	166.570
528.3576	12.867	166.578
527.8720	12.878	166.579
527.3864	12.889	166.576
526.9006	12.903	166.578
526.4147	12.916	166.592
525.9287	12.930	166.608
525.4426	12.944	166.626
524.9564	12.956	166.634
524.4700	12.970	166.638
523.9836	12.985	166.640
523.4971	13.004	166.646
523.0104	13.021	166.655
522.5236	13.036	166.669
522.0367	13.053	166.680
