Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
493.1127	14.167	166.493
492.6190	14.185	166.492
492.1253	14.203	166.492
491.6315	14.221	166.489
491.1375	14.239	166.485
490.6435	14.256	166.482
490.1493	14.274	166.479
489.6550	14.291	166.473
489.1606	14.309	166.468
488.6661	14.326	166.463
488.1714	14.343	166.458
487.6767	14.361	166.453
487.1818	14.378	166.449
486.6869	14.396	166.445
486.1918	14.414	166.441
485.6966	14.431	166.435
485.2013	14.448	166.430
484.7058	14.465	166.425
484.2103	14.483	166.420
483.7146	14.500	166.416
483.2189	14.518	166.412
482.7230	14.536	166.408
482.2270	14.554	166.404
481.7309	14.571	166.401
481.2346	14.589	166.397
480.7383	14.607	166.394
480.2419	14.624	166.391
479.7453	14.642	166.388
479.2486	14.660	166.386
478.7518	14.678	166.383
478.2549	14.696	166.382
477.7579	14.714	166.380
477.2608	14.733	166.379
476.7635	14.751	166.378
476.2662	14.769	166.377
475.7687	14.787	166.375
475.2711	14.805	166.374
474.7734	14.823	166.374
474.2756	14.842	166.374
473.7776	14.860	166.374
473.2796	14.879	166.375
472.7814	14.898	166.377
472.2831	14.917	166.379
471.7848	14.936	166.381
471.2863	14.955	166.384
470.7876	14.974	166.387
470.2889	14.993	166.391
469.7900	15.013	166.395
469.2911	15.032	166.400
468.7920	15.052	166.405
468.2928	15.072	166.410
467.7935	15.092	166.415
467.2941	15.112	166.423
466.7945	15.131	166.431
466.2949	15.151	166.440
465.7951	15.171	166.448
465.2952	15.191	166.457
464.7952	15.212	166.467
464.2951	15.233	166.476
463.7949	15.253	166.485
463.2946	15.274	166.494
462.7941	15.294	166.503
462.2935	15.315	166.512
461.7928	15.335	166.522
461.2921	15.356	166.531
460.7911	15.377	166.541
460.2901	15.398	166.551
459.7889	15.420	166.562
459.2877	15.442	166.572
458.7863	15.463	166.585
458.2848	15.485	166.598
457.7832	15.507	166.611
457.2815	15.530	166.625
456.7796	15.552	166.639
456.2777	15.575	166.653
455.7756	15.599	166.667
455.2734	15.622	166.683
454.7711	15.645	166.699
454.2687	15.669	166.715
453.7662	15.693	166.733
453.2635	15.717	166.752
452.7608	15.742	166.770
452.2579	15.767	166.788
451.7549	15.792	166.807
451.2518	15.818	166.825
450.7485	15.844	166.844
450.2452	15.870	166.868

