Source : TiO2_Si_Sputtering_50min_muestra2_sincinta.Z1.13h 53mn 55s
Spectrum : 1

Wavelength	Psi	Delta
524.4700	12.120	166.302
523.9836	12.134	166.288
523.4971	12.146	166.279
523.0104	12.159	166.268
522.5236	12.170	166.273
522.0367	12.183	166.260
521.5497	12.196	166.257
521.0626	12.208	166.259
520.5754	12.223	166.257
520.0881	12.239	166.245
519.6006	12.252	166.247
519.1131	12.265	166.242
518.6254	12.284	166.237
518.1377	12.297	166.231
517.6498	12.311	166.223
517.1618	12.321	166.227
516.6737	12.335	166.228
516.1855	12.351	166.229
515.6971	12.367	166.217
515.2087	12.379	166.214
514.7202	12.394	166.222
514.2314	12.411	166.229
513.7427	12.424	166.231
513.2538	12.441	166.227
512.7648	12.455	166.220
512.2757	12.470	166.214
511.7864	12.488	166.206
511.2971	12.503	166.199
510.8076	12.517	166.201
510.3181	12.534	166.189
509.8284	12.543	166.191
509.3386	12.553	166.195
508.8488	12.568	166.191
508.3587	12.584	166.189
507.8686	12.597	166.193
507.3784	12.610	166.190
506.8880	12.620	166.180
506.3976	12.633	166.161
505.9070	12.643	166.141
505.4163	12.660	166.137
504.9255	12.677	166.131
504.4346	12.692	166.116
503.9436	12.703	166.105
503.4525	12.712	166.091
502.9612	12.726	166.076
502.4698	12.740	166.068
501.9784	12.754	166.050
501.4868	12.766	166.042
500.9951	12.778	166.034
500.5033	12.793	166.021
500.0114	12.806	165.999
499.5193	12.820	165.984
499.0272	12.832	165.969
498.5349	12.844	165.955
498.0426	12.857	165.943
497.5501	12.871	165.927
497.0575	12.888	165.904
496.5648	12.905	165.889
496.0720	12.920	165.869
495.5790	12.933	165.852
495.0860	12.948	165.822
494.5928	12.961	165.799
494.0995	12.976	165.779
493.6062	12.990	165.763
493.1127	13.004	165.747
492.6190	13.020	165.723
492.1253	13.036	165.698
491.6315	13.050	165.675
491.1375	13.062	165.652
490.6435	13.078	165.621
490.1493	13.094	165.604
489.6550	13.109	165.578
489.1606	13.125	165.552
488.6661	13.140	165.526
488.1714	13.159	165.491
487.6767	13.174	165.463
487.1818	13.193	165.442
486.6869	13.210	165.415
486.1918	13.228	165.391
485.6966	13.241	165.361
485.2013	13.261	165.332
484.7058	13.277	165.298
484.2103	13.292	165.272
483.7146	13.312	165.242
483.2189	13.330	165.223
482.7230	13.349	165.199
482.2270	13.364	165.176
481.7309	13.380	165.138
481.2346	13.395	165.113
480.7383	13.411	165.086
480.2419	13.430	165.059
479.7453	13.447	165.038
479.2486	13.462	165.018
478.7518	13.477	164.996
478.2549	13.493	164.976
477.7579	13.506	164.957
477.2608	13.521	164.938
476.7635	13.535	164.928
476.2662	13.553	164.907
475.7687	13.571	164.889
475.2711	13.585	164.867
474.7734	13.598	164.851
474.2756	13.617	164.838
473.7776	13.628	164.814
473.2796	13.639	164.789
472.7814	13.651	164.763
472.2831	13.660	164.747
471.7848	13.672	164.736
471.2863	13.688	164.723
470.7876	13.698	164.709
470.2889	13.711	164.704
469.7900	13.726	164.687
469.2911	13.735	164.692
468.7920	13.753	164.678
468.2928	13.771	164.670
467.7935	13.784	164.665
467.2941	13.800	164.659
466.7945	13.819	164.655
466.2949	13.836	164.651
465.7951	13.851	164.649
465.2952	13.865	164.661
464.7952	13.885	164.679
464.2951	13.898	164.684
463.7949	13.908	164.692
463.2946	13.916	164.703
462.7941	13.929	164.710
462.2935	13.943	164.717
461.7928	13.954	164.724
461.2921	13.968	164.732
460.7911	13.981	164.737
460.2901	13.999	164.744
459.7889	14.015	164.754
459.2877	14.031	164.767
458.7863	14.047	164.767
458.2848	14.064	164.770
457.7832	14.077	164.783
457.2815	14.091	164.796
456.7796	14.110	164.811
456.2777	14.131	164.825
455.7756	14.144	164.841
455.2734	14.168	164.864
454.7711	14.188	164.880
454.2687	14.210	164.893
453.7662	14.232	164.899
453.2635	14.256	164.903
452.7608	14.279	164.906
452.2579	14.303	164.909
451.7549	14.328	164.911
451.2518	14.353	164.913
450.7485	14.379	164.914
450.2452	14.405	164.914

