# lams, desv_psi, desv_delta
721.121800 8.769032 24.269677
720.679600 8.607317 24.411064
720.237300 8.422734 24.629351
719.794900 8.215445 24.898927
719.352400 7.998068 25.047686
718.909700 7.772424 25.318374
718.467000 7.564412 25.463361
718.024200 7.343194 25.651925
717.581300 7.135850 25.942510
717.138300 6.917748 26.283771
716.695200 6.681993 26.671776
716.252000 6.446698 27.106976
715.808700 6.210512 27.577750
715.365300 5.980505 28.017389
714.921800 5.752384 28.461156
714.478200 5.522354 28.987392
714.034500 5.360070 29.393129
713.590700 5.189350 29.854190
713.146900 5.022203 30.346812
712.702800 4.838141 30.905565
712.258800 4.675500 31.470730
711.814600 4.514156 32.097532
711.370300 4.332948 32.710782
710.925900 4.179660 33.275296
710.481400 4.012170 33.886529
710.036900 3.848020 34.479564
709.592200 3.715183 35.043084
709.147400 3.576846 35.633775
708.702600 3.426184 36.200214
708.257600 3.258414 36.780679
707.812500 3.112008 37.329803
707.367400 2.948389 37.833160
706.922100 2.774501 38.298639
706.476700 2.609784 38.717893
706.031300 2.440037 39.093045
705.585700 2.313979 39.438298
705.140100 2.147091 39.718850
704.694300 1.981581 39.996248
704.248400 1.833468 40.234705
703.802500 1.688820 40.435046
703.356400 1.557403 40.594200
702.910300 1.422824 40.706570
702.464100 1.283889 40.782058
702.017700 1.143049 40.809230
701.571200 1.024396 40.769940
701.124700 0.895163 40.680029
700.678000 0.799781 40.533115
700.231300 0.735731 40.327506
699.784400 0.718761 40.082003
699.337500 0.744617 39.741807
698.890400 0.811165 39.353990
698.443300 0.909223 38.913133
697.996100 1.023454 38.425280
697.548800 1.149221 37.887908
697.101300 1.279239 37.285484
696.653700 1.409124 36.648671
696.206100 1.534021 36.007082
695.758400 1.658771 35.353473
695.310500 1.770049 34.700838
694.862600 1.873728 34.029867
694.414600 1.967436 33.363655
693.966400 2.049858 32.701905
693.518200 2.125053 32.032141
693.069900 2.191732 31.419255
692.621500 2.257651 30.816774
692.172900 2.320260 30.260867
691.724300 2.381218 29.741775
691.275600 2.416232 29.212550
690.826700 2.446330 28.707123
690.377800 2.474972 28.232655
689.928800 2.502233 27.796497
689.479700 2.535611 27.391662
689.030400 2.560327 26.923578
688.581100 2.583297 26.469716
688.131700 2.604297 26.039573
687.682100 2.625126 25.623288
687.232500 2.642227 25.216184
686.782800 2.662635 24.833439
686.332900 2.680281 24.465713
685.883000 2.701020 24.119351
685.433000 2.712196 23.768997
684.982800 2.726422 23.432658
684.532700 2.731448 23.098812
684.082300 2.739238 22.788036
683.631900 2.743170 22.482983
683.181300 2.743881 22.199348
682.730700 2.742886 21.945304
682.280000 2.746440 21.718139
681.829200 2.755286 21.496845
681.378200 2.784461 21.302506
680.927200 2.828473 21.122121
680.476100 2.872054 20.953126
680.024800 2.914317 20.768434
679.573500 2.961225 20.613258
679.122100 3.000960 20.475311
678.670500 3.060809 20.358395
678.218900 3.124932 20.225583
677.767200 3.189216 20.092440
677.315400 3.260814 19.972891
676.863400 3.317071 19.837505
676.411400 3.376789 19.723388
675.959200 3.453365 19.563326
675.507000 3.540611 19.436906
675.054700 3.625166 19.306731
674.602200 3.703857 19.198258
674.149700 3.792878 19.122314
673.697100 3.891596 19.064794
673.244300 3.989520 19.007934
672.791500 4.070579 18.989214
672.338600 4.161173 18.975485
671.885500 4.262575 19.004092
671.432400 4.351535 19.028820
670.979100 4.444491 19.104110
670.525800 4.532346 19.196413
670.072300 4.602450 19.337353
669.618800 4.665812 19.504870
669.165100 4.722250 19.706546
668.711400 4.765372 19.965016
668.257500 4.780335 20.290000
667.803500 4.789421 20.615592
667.349500 4.771915 20.996291
666.895300 4.742340 21.410671
666.441100 4.697526 21.911667
665.986800 4.643554 22.440693
665.532300 4.569679 23.042758
665.077700 4.480615 23.722249
664.623000 4.382443 24.461128
664.168300 4.253426 25.255184
663.713400 4.108669 26.094564
663.258400 3.938365 26.987657
662.803400 3.751908 27.938136
662.348200 3.555780 28.958730
661.892900 3.345674 30.033440
661.437600 3.138433 31.112412
660.982100 2.917718 32.230475
660.526500 2.690299 33.323150
660.070800 2.473951 34.349885
659.615100 2.258521 35.365616
659.159200 2.058550 36.311552
658.703200 1.881833 37.202301
658.247100 1.756286 38.016152
657.790900 1.693115 38.769528
657.334600 1.715476 39.446062
656.878200 1.816577 40.038446
656.421800 1.987898 40.545245
655.965100 2.226704 40.916598
655.508400 2.509222 41.187526
655.051600 2.819135 41.409223
654.594700 3.160185 41.527645
654.137700 3.512936 41.557886
653.680600 3.884133 41.484718
653.223400 4.257412 41.348400
652.766100 4.633653 41.152678
652.308700 5.001944 40.852514
651.851100 5.361301 40.484158
651.393600 5.713356 40.050618
650.935800 6.055427 39.540575
650.478000 6.374671 38.984451
650.020100 6.684277 38.363315
649.562000 6.960031 37.710629
649.103900 7.210690 36.999129
648.645700 7.428120 36.261426
648.187300 7.627771 35.521444
647.728900 7.803026 34.794172
647.270300 7.948525 34.108122
646.811700 8.065278 33.464859
646.353000 8.166192 32.890764
645.894100 8.249112 32.410540
645.435100 8.307318 32.043329
644.976100 8.330563 31.782391
644.516900 8.315889 31.650266
644.057700 8.272703 31.603231
643.598300 8.196592 31.661040
643.138900 8.088625 31.812749
642.679300 7.966166 32.092205
642.219600 7.818068 32.453006
641.759800 7.668603 32.968563
641.299900 7.488468 33.611781
640.840000 7.266686 34.366752
640.379900 7.044024 35.176344
639.919700 6.803655 36.087917
639.459400 6.552880 37.032797
638.999000 6.294438 38.047157
638.538500 6.028030 39.106839
638.077900 5.750387 40.292216
637.617200 5.456217 41.469666
637.156400 5.136473 42.659143
636.695400 4.810074 43.838904
636.234400 4.480073 44.954943
635.773300 4.141280 46.003069
635.312100 3.800192 46.948581
634.850800 3.461489 47.837803
634.389300 3.127537 48.515980
633.927800 2.791145 49.088274
633.466200 2.477178 49.568564
633.004400 2.164101 49.933085
632.542500 1.875317 50.187049
632.080600 1.600395 50.325330
631.618600 1.348731 50.325116
631.156400 1.123004 50.248326
630.694200 0.941148 50.049986
630.231800 0.830350 49.751957
629.769300 0.792091 49.301627
629.306800 0.839200 48.819499
628.844100 0.949904 48.243090
628.381300 1.102480 47.609562
627.918400 1.263563 46.864548
627.455400 1.426355 46.043521
626.992300 1.592914 45.163971
626.529100 1.759109 44.254217
626.065800 1.912208 43.253269
625.602400 2.054230 42.191371
625.138900 2.172004 41.075999
624.675300 2.288343 39.947316
624.211500 2.380162 38.855785
623.747700 2.484031 37.821017
623.283800 2.561385 36.812172
622.819800 2.650199 35.830870
622.355700 2.714968 34.892873
621.891400 2.795044 34.035642
621.427100 2.842778 33.064881
620.962600 2.887884 32.211060
620.498000 2.913905 31.416729
620.033400 2.956621 30.649466
619.568700 3.013780 30.050459
619.103800 3.044007 29.242299
618.638800 3.079602 28.624872
618.173700 3.108107 27.838991
617.708600 3.129144 26.929000
617.243300 3.155071 26.153666
616.777900 3.181424 25.679365
616.312400 3.242468 25.314763
615.846800 3.290528 24.955469
615.381000 3.336563 24.534540
