## SPECTRUM TYPE:
LCE

## DATE:
18/08/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
14:22:18

# END TIME:
14:22:18

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
28

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
8 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
926.3158 46.030 276.582 0.02907 -0.25194 0.685 -0.00912 8.0000 20.54 0.6183 0.9580 1.338466 
925.9174 23.957 177.631 -0.07512 0.00311 0.608 0.06790 8.0000 20.58 0.5662 0.7325 1.339042 
925.5190 3.534 259.685 -0.01900 -0.10442 -0.211 0.85607 8.0000 20.58 0.7306 1.2859 1.339618 
925.1204 21.780 272.553 0.01982 -0.44449 -0.082 0.46788 8.0000 20.85 0.5614 0.7221 1.340195 
924.7218 25.339 272.246 0.01058 -0.26975 -0.058 0.22112 8.0000 20.54 0.5348 0.6682 1.340773 
924.3231 14.423 280.136 0.02672 -0.14945 -0.027 0.27562 8.0000 20.88 0.5253 0.6219 1.341351 
923.9243 9.693 89.628 0.00079 0.12204 1.352 0.34683 8.0000 21.06 0.5254 0.5691 1.341930 
923.5255 19.869 93.519 -0.02038 0.33134 1.476 0.39931 8.0000 21.46 0.5737 0.5957 1.342510 
923.1265 30.563 119.940 -0.39282 0.68205 0.064 0.43402 8.0000 20.85 0.7768 0.8469 1.343090 
922.7275 18.928 88.054 0.01411 0.41549 0.040 0.53488 8.0000 21.47 0.7475 0.8119 1.343671 
922.3283 13.064 38.057 0.24836 0.19443 1.455 0.64302 8.0000 21.37 0.7905 0.9114 1.344252 
921.9291 15.748 33.423 0.37193 0.24545 0.000 0.72728 8.0000 21.58 1.0137 1.2552 1.344834 
921.5298 15.992 17.000 0.45424 0.13888 0.000 0.76061 8.0000 21.50 1.0840 1.3780 1.345417 
921.1305 16.230 21.141 0.47083 0.18206 0.000 0.79362 8.0000 21.18 1.1640 1.4939 1.346000 
