Source : SiO2_10nm_TiO2_35nm.R1.11h 20mn 02s
Spectrum : 1

Wavelength	Psi	Delta
693.0699	22.545	26.911
692.6215	22.549	26.799
692.1729	22.557	26.675
691.7243	22.560	26.556
691.2756	22.568	26.433
690.8267	22.576	26.305
690.3778	22.584	26.182
689.9288	22.591	26.054
689.4797	22.598	25.927
689.0304	22.606	25.798
688.5811	22.615	25.672
688.1317	22.622	25.547
687.6821	22.630	25.431
687.2325	22.638	25.292
686.7828	22.640	25.165
686.3329	22.648	25.033
685.8830	22.653	24.915
685.4330	22.665	24.792
684.9828	22.669	24.668
684.5327	22.668	24.535
684.0823	22.672	24.421
683.6319	22.679	24.285
683.1813	22.681	24.158
682.7307	22.689	24.016
682.2800	22.692	23.892
681.8292	22.698	23.762
681.3782	22.703	23.640
680.9272	22.702	23.505
680.4761	22.700	23.371
680.0248	22.695	23.246
679.5735	22.703	23.119
679.1221	22.706	22.987
678.6705	22.710	22.869
678.2189	22.712	22.740
677.7672	22.709	22.609
677.3154	22.712	22.487
676.8634	22.714	22.355
676.4114	22.712	22.225
675.9592	22.710	22.091
675.5070	22.715	21.963
675.0547	22.708	21.843
674.6022	22.706	21.709
674.1497	22.708	21.581
673.6971	22.706	21.447
673.2443	22.706	21.316
672.7915	22.704	21.184
672.3386	22.702	21.050
671.8855	22.699	20.936
671.4324	22.701	20.806
670.9791	22.700	20.665
670.5258	22.697	20.525
670.0723	22.694	20.395
669.6188	22.693	20.267
669.1651	22.688	20.118
668.7114	22.692	20.002
668.2575	22.685	19.872
667.8035	22.686	19.743
667.3495	22.679	19.609
666.8953	22.676	19.491
666.4411	22.671	19.362
665.9868	22.671	19.230
665.5323	22.663	19.090
665.0777	22.664	18.959
664.6230	22.658	18.820
664.1683	22.657	18.682
663.7134	22.660	18.538
663.2584	22.655	18.401
662.8034	22.651	18.261
662.3482	22.646	18.120
661.8929	22.647	17.981
661.4376	22.641	17.839
660.9821	22.639	17.708
660.5265	22.633	17.573
660.0708	22.628	17.423
659.6151	22.622	17.290
659.1592	22.624	17.148
658.7032	22.616	17.008
658.2471	22.613	16.865
657.7909	22.609	16.735
657.3346	22.606	16.606
656.8782	22.606	16.481
656.4218	22.607	16.331
655.9651	22.596	16.188
655.5084	22.593	16.035
655.0516	22.586	15.890
654.5947	22.578	15.751
654.1377	22.575	15.602
653.6806	22.568	15.458
653.2234	22.563	15.310
652.7661	22.556	15.159
652.3087	22.546	15.012
651.8511	22.535	14.851
651.3936	22.527	14.704
650.9358	22.517	14.557
650.4780	22.507	14.417
650.0201	22.502	14.269
649.5620	22.491	14.117
649.1039	22.481	13.965
648.6457	22.469	13.808
648.1873	22.463	13.649
647.7289	22.449	13.491
647.2703	22.443	13.338
646.8117	22.434	13.178
646.3530	22.421	13.021
645.8941	22.408	12.877
645.4351	22.397	12.714
644.9761	22.386	12.570
644.5169	22.376	12.409
644.0577	22.364	12.241
643.5983	22.353	12.078
643.1389	22.343	11.928
642.6793	22.332	11.773
642.2196	22.320	11.611
641.7598	22.312	11.453
641.2999	22.303	11.301
640.8400	22.299	11.135
640.3799	22.287	10.981
639.9197	22.281	10.815
639.4594	22.271	10.646
638.9990	22.259	10.479
638.5385	22.251	10.324
638.0779	22.237	10.165
637.6172	22.223	9.995
637.1564	22.215	9.834
636.6954	22.204	9.683
636.2344	22.194	9.506
635.7733	22.182	9.342
635.3121	22.165	9.181
634.8508	22.152	9.012
634.3893	22.142	8.850
633.9278	22.138	8.671
633.4662	22.139	8.502
633.0044	22.131	8.352
632.5425	22.120	8.209
632.0806	22.108	8.052
631.6186	22.086	7.899
631.1564	22.074	7.756
630.6942	22.055	7.586
630.2318	22.037	7.418
629.7693	22.006	7.253
629.3068	22.000	7.080
628.8441	21.975	6.920
628.3813	21.975	6.756
627.9184	21.967	6.580
627.4554	21.969	6.443
626.9923	21.952	6.282
626.5291	21.929	6.125
626.0658	21.904	5.965
625.6024	21.881	5.801
625.1389	21.869	5.663
624.6753	21.868	5.520
624.2115	21.844	5.377
623.7477	21.819	5.217
623.2838	21.820	5.082
622.8198	21.806	4.892
622.3557	21.770	4.619
621.8914	21.739	4.381
621.4271	21.705	4.129
620.9626	21.664	3.864
620.4980	21.623	3.636
620.0334	21.595	3.368
619.5687	21.588	3.095
619.1038	21.560	2.840
618.6388	21.525	2.587
618.1737	21.498	2.336
617.7086	21.464	2.093
617.2433	21.434	1.866
616.7779	21.411	1.633
616.3124	21.385	1.409
615.8468	21.350	1.202
615.3810	21.326	0.966
614.9153	21.289	0.747
614.4492	21.256	0.537
613.9833	21.232	0.333
613.5172	21.207	0.133
613.0510	21.185	359.930
612.5847	21.165	359.733
612.1182	21.147	359.539
611.6516	21.128	359.334
611.1850	21.109	359.148
610.7183	21.088	358.966
610.2514	21.073	358.788
609.7844	21.053	358.602
609.3173	21.039	358.428
608.8502	21.030	358.248
608.3829	21.013	358.083
607.9156	21.001	357.906
607.4480	20.992	357.742
606.9804	20.984	357.580
606.5127	20.980	357.419
606.0449	20.974	357.265
605.5770	20.970	357.113
605.1089	20.966	356.966
604.6408	20.962	356.809
604.1726	20.963	356.665
603.7042	20.967	356.527
603.2358	20.971	356.379
602.7673	20.972	356.227
602.2986	20.967	356.088
601.8298	20.967	355.943
601.3610	20.967	355.801
600.8920	20.967	355.661
600.4229	20.968	355.521
599.9537	20.967	355.377
599.4844	20.970	355.238
599.0150	20.979	355.105
598.5455	20.979	354.963
598.0759	20.981	354.822
597.6062	20.979	354.694
597.1364	20.982	354.575
596.6664	20.991	354.441
596.1964	20.994	354.313
595.7263	20.996	354.199
595.2560	20.990	354.084
594.7857	20.981	353.968
594.3152	20.978	353.841
593.8447	20.977	353.703
593.3741	20.971	353.572
592.9032	20.978	353.440
592.4323	20.974	353.285
591.9613	20.976	353.149
591.4902	20.979	353.004
591.0190	20.991	352.857
590.5477	20.984	352.715
590.0763	20.996	352.568
589.6048	20.981	352.411
589.1331	20.971	352.247
588.6614	20.952	352.062
588.1896	20.944	351.912
587.7176	20.946	351.758
587.2455	20.949	351.570
586.7734	20.945	351.385
586.3011	20.932	351.159
585.8287	20.906	350.947
585.3563	20.901	350.694
584.8837	20.894	350.417
584.4109	20.859	350.101
583.9382	20.830	349.790
583.4652	20.817	349.543
582.9922	20.800	349.282
582.5191	20.786	349.040
582.0458	20.773	348.838
581.5725	20.769	348.632
581.0991	20.747	348.420
580.6255	20.704	348.220
580.1519	20.678	348.001
579.6780	20.661	347.779
579.2042	20.633	347.569
578.7303	20.613	347.354
578.2561	20.587	347.147
577.7819	20.556	346.932
577.3076	20.523	346.723
576.8332	20.506	346.508
576.3586	20.477	346.304
575.8840	20.459	346.098
575.4093	20.441	345.891
574.9344	20.421	345.679
574.4595	20.396	345.475
573.9844	20.371	345.260
573.5092	20.345	345.048
573.0339	20.320	344.828
572.5586	20.296	344.621
572.0831	20.272	344.412
571.6075	20.252	344.190
571.1318	20.230	343.973
570.6559	20.209	343.773
570.1801	20.186	343.554
569.7040	20.156	343.349
569.2278	20.135	343.147
568.7516	20.112	342.941
568.2753	20.091	342.732
567.7989	20.066	342.528
567.3222	20.037	342.311
566.8455	20.013	342.097
566.3687	19.989	341.889
565.8918	19.965	341.679
565.4149	19.942	341.473
564.9377	19.914	341.260
564.4605	19.889	341.044
563.9832	19.857	340.830
563.5057	19.827	340.615
563.0282	19.798	340.395
562.5505	19.772	340.174
562.0728	19.745	339.950
561.5948	19.716	339.737
561.1169	19.688	339.521
560.6388	19.662	339.304
560.1606	19.636	339.078
559.6823	19.603	338.853
559.2039	19.574	338.636
558.7253	19.544	338.414
558.2467	19.520	338.199
557.7679	19.496	337.974
557.2891	19.470	337.760
556.8102	19.441	337.547
556.3311	19.414	337.323
555.8519	19.386	337.107
555.3726	19.359	336.873
554.8932	19.325	336.648
554.4137	19.292	336.411
553.9341	19.265	336.188
553.4543	19.235	335.963
552.9745	19.205	335.736
552.4946	19.176	335.504
552.0145	19.149	335.273
551.5345	19.120	335.032
551.0541	19.089	334.803
550.5737	19.062	334.576
550.0933	19.032	334.347
549.6126	18.998	334.124
549.1320	18.969	333.897
548.6511	18.939	333.658
548.1702	18.906	333.422
547.6891	18.870	333.181
547.2080	18.838	332.943
546.7267	18.807	332.712
546.2454	18.777	332.481
545.7639	18.744	332.239
545.2823	18.708	332.005
544.8007	18.672	331.763
544.3188	18.638	331.509
543.8369	18.599	331.262
543.3549	18.564	331.016
542.8728	18.524	330.775
542.3905	18.489	330.537
541.9082	18.456	330.287
541.4257	18.424	330.056
540.9431	18.385	329.812
540.4604	18.348	329.576
539.9777	18.313	329.333
539.4948	18.276	329.086
539.0118	18.243	328.840
538.5286	18.206	328.596
538.0454	18.169	328.351
537.5621	18.137	328.106
537.0786	18.100	327.859
536.5950	18.065	327.608
536.1114	18.031	327.358
535.6276	17.996	327.109
535.1437	17.958	326.855
534.6597	17.924	326.605
534.1756	17.887	326.355
533.6913	17.850	326.094
533.2070	17.813	325.845
532.7226	17.780	325.588
532.2380	17.746	325.323
531.7534	17.712	325.075
531.2686	17.677	324.819
530.7837	17.647	324.555
530.2987	17.614	324.304
529.8136	17.581	324.048
529.3284	17.551	323.786
528.8430	17.519	323.540
528.3576	17.485	323.271
527.8720	17.451	323.001
527.3864	17.417	322.735
526.9006	17.388	322.470
526.4147	17.358	322.199
525.9287	17.330	321.928
525.4426	17.301	321.664
524.9564	17.272	321.404
524.4700	17.241	321.136
523.9836	17.216	320.861
523.4971	17.188	320.596
523.0104	17.159	320.322
522.5236	17.134	320.053
522.0367	17.109	319.791
521.5497	17.084	319.517
521.0626	17.057	319.253
520.5754	17.031	318.989
520.0881	17.002	318.711
519.6006	16.976	318.439
519.1131	16.955	318.161
518.6254	16.935	317.895
518.1377	16.906	317.631
517.6498	16.877	317.351
517.1618	16.848	317.090
516.6737	16.824	316.809
516.1855	16.799	316.524
515.6971	16.780	316.238
515.2087	16.757	315.962
514.7202	16.738	315.691
514.2314	16.718	315.418
513.7427	16.693	315.135
513.2538	16.672	314.845
512.7648	16.648	314.561
512.2757	16.621	314.269
511.7864	16.598	313.988
511.2971	16.577	313.707
510.8076	16.553	313.423
510.3181	16.525	313.132
509.8284	16.495	312.853
509.3386	16.468	312.571
508.8488	16.441	312.271
508.3587	16.419	311.973
507.8686	16.397	311.670
507.3784	16.377	311.365
506.8880	16.347	311.064
506.3976	16.323	310.742
505.9070	16.294	310.440
505.4163	16.272	310.133
504.9255	16.248	309.842
504.4346	16.224	309.541
503.9436	16.196	309.243
503.4525	16.167	308.955
502.9612	16.138	308.650
502.4698	16.110	308.355
501.9784	16.081	308.040
501.4868	16.052	307.738
500.9951	16.023	307.426
500.5033	15.997	307.106
500.0114	15.971	306.791
499.5193	15.943	306.476
499.0272	15.915	306.171
498.5349	15.882	305.854
498.0426	15.853	305.528
497.5501	15.825	305.208
497.0575	15.798	304.872
496.5648	15.775	304.529
496.0720	15.748	304.196
495.5790	15.717	303.875
495.0860	15.691	303.523
494.5928	15.660	303.195
494.0995	15.634	302.856
493.6062	15.607	302.523
493.1127	15.583	302.189
492.6190	15.561	301.845
492.1253	15.535	301.493
491.6315	15.508	301.159
491.1375	15.483	300.801
490.6435	15.462	300.453
490.1493	15.434	300.098
489.6550	15.408	299.728
489.1606	15.381	299.349
488.6661	15.356	298.981
488.1714	15.334	298.603
487.6767	15.311	298.232
487.1818	15.290	297.868
486.6869	15.270	297.507
486.1918	15.249	297.139
485.6966	15.222	296.775
485.2013	15.200	296.391
484.7058	15.174	296.008
484.2103	15.151	295.629
483.7146	15.130	295.254
483.2189	15.107	294.872
482.7230	15.088	294.483
482.2270	15.067	294.118
481.7309	15.044	293.729
481.2346	15.019	293.347
480.7383	14.997	292.965
480.2419	14.978	292.572
479.7453	14.959	292.173
479.2486	14.939	291.788
478.7518	14.917	291.401
478.2549	14.893	291.013
477.7579	14.870	290.615
477.2608	14.852	290.221
476.7635	14.833	289.831
476.2662	14.817	289.433
475.7687	14.799	289.041
475.2711	14.781	288.649
474.7734	14.758	288.246
474.2756	14.736	287.841
473.7776	14.713	287.421
473.2796	14.686	287.014
472.7814	14.666	286.615
472.2831	14.641	286.208
471.7848	14.618	285.819
471.2863	14.604	285.416
470.7876	14.585	284.991
470.2889	14.562	284.562
469.7900	14.544	284.140
469.2911	14.527	283.729
468.7920	14.517	283.320
468.2928	14.506	282.902
467.7935	14.493	282.480
467.2941	14.475	282.060
466.7945	14.461	281.639
466.2949	14.442	281.222
465.7951	14.427	280.820
465.2952	14.407	280.427
464.7952	14.393	280.039
464.2951	14.373	279.632
463.7949	14.355	279.191
463.2946	14.330	278.771
462.7941	14.312	278.352
462.2935	14.293	277.938
461.7928	14.276	277.519
461.2921	14.261	277.110
460.7911	14.246	276.685
460.2901	14.232	276.263
459.7889	14.217	275.838
459.2877	14.204	275.399
458.7863	14.195	274.969
458.2848	14.185	274.529
457.7832	14.166	274.084
457.2815	14.152	273.634
456.7796	14.147	273.218
456.2777	14.139	272.793
455.7756	14.130	272.353
455.2734	14.126	271.926
454.7711	14.116	271.478
454.2687	14.114	271.060
453.7662	14.110	270.608
453.2635	14.106	270.147
452.7608	14.103	269.692
452.2579	14.102	269.227
451.7549	14.101	268.767
451.2518	14.100	268.300
450.7485	14.101	267.831
450.2452	14.102	267.361

