Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
472.2831	34.628	82.327
471.7848	34.664	82.332
471.2863	34.701	82.338
470.7876	34.737	82.344
470.2889	34.774	82.349
469.7900	34.811	82.355
469.2911	34.848	82.361
468.7920	34.885	82.366
468.2928	34.922	82.371
467.7935	34.959	82.377
467.2941	34.997	82.383
466.7945	35.036	82.389
466.2949	35.074	82.395
465.7951	35.112	82.400
465.2952	35.151	82.406
464.7952	35.190	82.412
464.2951	35.228	82.418
463.7949	35.267	82.424
463.2946	35.307	82.431
462.7941	35.346	82.437
462.2935	35.385	82.445
461.7928	35.425	82.452
461.2921	35.465	82.459
460.7911	35.505	82.467
460.2901	35.545	82.474
459.7889	35.586	82.481
459.2877	35.626	82.488
458.7863	35.667	82.496
458.2848	35.708	82.504
457.7832	35.749	82.512
457.2815	35.791	82.519
456.7796	35.832	82.527
456.2777	35.874	82.534
455.7756	35.916	82.542
455.2734	35.958	82.550
454.7711	36.000	82.558
454.2687	36.043	82.565
453.7662	36.086	82.574
453.2635	36.129	82.582
452.7608	36.173	82.590
452.2579	36.216	82.598
451.7549	36.260	82.606
451.2518	36.304	82.614
450.7485	36.348	82.622
450.2452	36.393	82.631

