Source : SiO2_Marcela.M1.11h 13mn 13s
Spectrum : 1

Wavelength	Psi	Delta
522.0367	31.990	82.542
521.5497	32.023	82.561
521.0626	32.057	82.570
520.5754	32.099	82.573
520.0881	32.135	82.565
519.6006	32.171	82.583
519.1131	32.213	82.593
518.6254	32.254	82.598
518.1377	32.291	82.619
517.6498	32.330	82.620
517.1618	32.365	82.635
516.6737	32.400	82.648
516.1855	32.435	82.656
515.6971	32.478	82.666
515.2087	32.521	82.670
514.7202	32.561	82.685
514.2314	32.599	82.703
513.7427	32.633	82.709
513.2538	32.674	82.732
512.7648	32.713	82.743
512.2757	32.756	82.771
511.7864	32.804	82.784
511.2971	32.845	82.801
510.8076	32.891	82.808
510.3181	32.923	82.819
509.8284	32.953	82.830
509.3386	32.987	82.860
508.8488	33.029	82.873
508.3587	33.079	82.889
507.8686	33.121	82.916
507.3784	33.166	82.929
506.8880	33.195	82.939
506.3976	33.238	82.953
505.9070	33.263	82.957
505.4163	33.314	82.963
504.9255	33.355	82.984
504.4346	33.397	82.991
503.9436	33.435	82.991
503.4525	33.461	83.007
502.9612	33.493	83.003
502.4698	33.527	83.012
501.9784	33.562	83.007
501.4868	33.595	83.030
500.9951	33.626	83.056
500.5033	33.660	83.072
500.0114	33.696	83.083
499.5193	33.732	83.088
499.0272	33.769	83.100
498.5349	33.806	83.110
498.0426	33.840	83.128
497.5501	33.871	83.149
497.0575	33.908	83.159
496.5648	33.947	83.169
496.0720	33.973	83.174
495.5790	34.002	83.189
495.0860	34.035	83.191
494.5928	34.064	83.199
494.0995	34.097	83.195
493.6062	34.136	83.196
493.1127	34.169	83.205
492.6190	34.205	83.207
492.1253	34.240	83.201
491.6315	34.273	83.209
491.1375	34.302	83.216
490.6435	34.339	83.210
490.1493	34.373	83.210
489.6550	34.403	83.200
489.1606	34.440	83.203
488.6661	34.473	83.200
488.1714	34.507	83.196
487.6767	34.535	83.193
487.1818	34.571	83.198
486.6869	34.606	83.204
486.1918	34.638	83.205
485.6966	34.672	83.217
485.2013	34.702	83.210
484.7058	34.728	83.220
484.2103	34.753	83.216
483.7146	34.781	83.213
483.2189	34.814	83.214
482.7230	34.846	83.212
482.2270	34.871	83.209
481.7309	34.897	83.208
481.2346	34.917	83.217
480.7383	34.944	83.215
480.2419	34.973	83.223
479.7453	34.996	83.237
479.2486	35.023	83.260
478.7518	35.048	83.267
478.2549	35.070	83.269
477.7579	35.094	83.281
477.2608	35.118	83.279
476.7635	35.138	83.300
476.2662	35.163	83.310
475.7687	35.190	83.324
475.2711	35.223	83.337
474.7734	35.251	83.346
474.2756	35.279	83.364
473.7776	35.312	83.380
473.2796	35.344	83.392
472.7814	35.377	83.410
472.2831	35.411	83.428
471.7848	35.450	83.465
471.2863	35.486	83.480
470.7876	35.518	83.508
470.2889	35.555	83.537
469.7900	35.588	83.578
469.2911	35.633	83.626
468.7920	35.690	83.666
468.2928	35.742	83.705
467.7935	35.790	83.746
467.2941	35.837	83.789
466.7945	35.892	83.827
466.2949	35.939	83.870
465.7951	35.994	83.918
465.2952	36.043	83.973
464.7952	36.106	84.039
464.2951	36.147	84.098
463.7949	36.209	84.135
463.2946	36.254	84.193
462.7941	36.311	84.243
462.2935	36.372	84.289
461.7928	36.424	84.344
461.2921	36.484	84.401
460.7911	36.530	84.486
460.2901	36.590	84.531
459.7889	36.655	84.591
459.2877	36.720	84.665
458.7863	36.783	84.731
458.2848	36.849	84.784
457.7832	36.912	84.857
457.2815	36.984	84.920
456.7796	37.063	84.979
456.2777	37.137	85.049
455.7756	37.213	85.128
455.2734	37.299	85.198
454.7711	37.369	85.268
454.2687	37.444	85.342
453.7662	37.511	85.409
453.2635	37.580	85.476
452.7608	37.646	85.542
452.2579	37.714	85.610
451.7549	37.780	85.677
451.2518	37.848	85.744
450.7485	37.914	85.812
450.2452	37.981	85.879

