# lams, desv_psi, desv_delta
829.540800 0.491777 9.462993
829.122100 0.510452 9.432617
828.703400 0.500948 9.404848
828.284500 0.524607 9.377388
827.865600 0.548312 9.351757
827.446500 0.555763 9.299539
827.027500 0.547991 9.257417
826.608200 0.571467 9.232023
826.188900 0.570886 9.200191
825.769500 0.583332 9.191316
825.350000 0.578343 9.154603
824.930500 0.588665 9.117006
824.510800 0.590936 9.090945
824.091100 0.592617 9.069716
823.671300 0.605783 9.044607
823.251300 0.611417 9.015872
822.831300 0.612992 8.992117
822.411200 0.617383 8.956341
821.991000 0.622955 8.920713
821.570700 0.625738 8.876315
821.150300 0.629862 8.847756
820.729900 0.639763 8.829579
820.309300 0.646765 8.808639
819.888600 0.650095 8.786315
819.467900 0.649543 8.758584
819.047100 0.656034 8.735281
818.626200 0.662987 8.718916
818.205100 0.670197 8.693956
817.784100 0.675715 8.662478
817.362900 0.680002 8.646996
816.941600 0.683055 8.608894
816.520200 0.686439 8.593008
816.098800 0.689877 8.568376
815.677200 0.690468 8.551370
815.255600 0.697126 8.539415
814.833800 0.701328 8.518321
814.412000 0.705836 8.492006
813.990100 0.713595 8.472137
813.568100 0.714998 8.453082
813.146000 0.717929 8.419549
812.723800 0.722757 8.401411
812.301500 0.728989 8.385870
811.879200 0.735527 8.347849
811.456700 0.736935 8.322029
811.034100 0.741279 8.283023
810.611500 0.744959 8.255812
810.188800 0.748733 8.226291
809.765900 0.753732 8.208784
809.343000 0.757327 8.179553
808.920000 0.759508 8.142192
808.496900 0.765626 8.112079
808.073700 0.771630 8.093633
807.650500 0.776440 8.061824
807.227100 0.781927 8.021705
806.803600 0.785188 7.994437
806.380100 0.792011 7.973150
805.956400 0.798807 7.940239
805.532700 0.803151 7.905889
805.108900 0.811231 7.879458
804.685000 0.816139 7.854175
804.261000 0.823313 7.836205
803.836900 0.824927 7.816604
803.412700 0.832137 7.796777
802.988400 0.836716 7.775002
802.564000 0.840135 7.756753
802.139600 0.842767 7.728967
801.715000 0.848788 7.698855
801.290300 0.856048 7.668643
800.865700 0.859139 7.635905
800.440800 0.862937 7.605844
800.015900 0.862645 7.570745
799.590900 0.865860 7.541308
799.165800 0.870356 7.510945
798.740600 0.877531 7.496278
798.315300 0.880013 7.452401
797.889900 0.882449 7.428059
797.464400 0.886322 7.391134
797.038900 0.889829 7.364925
796.613200 0.893261 7.344217
796.187500 0.897534 7.318382
795.761700 0.902492 7.291757
795.335700 0.911033 7.273562
794.909700 0.917829 7.251231
794.483600 0.919669 7.221220
794.057400 0.924241 7.187435
793.631000 0.927750 7.157506
793.204700 0.931719 7.128128
792.778200 0.936078 7.098854
792.351600 0.938133 7.079049
791.924900 0.941111 7.062029
791.498200 0.946650 7.046618
791.071400 0.950949 7.023301
790.644400 0.957110 6.998507
790.217300 0.963465 6.978989
789.790200 0.966313 6.951753
789.363000 0.971412 6.922464
788.935700 0.977176 6.889639
788.508300 0.983270 6.870061
788.080700 0.989759 6.849109
787.653200 0.996578 6.822786
787.225500 1.001214 6.799249
786.797700 1.003467 6.771173
786.369900 1.005853 6.743132
785.941900 1.012681 6.716946
785.513900 1.017122 6.689884
785.085700 1.023999 6.668700
784.657500 1.029768 6.642555
784.229100 1.035923 6.618001
783.800700 1.041633 6.594051
783.372200 1.046856 6.572004
782.943500 1.056733 6.560595
782.514800 1.066674 6.537887
782.086100 1.072803 6.511530
781.657200 1.082631 6.487524
781.228200 1.090239 6.460029
780.799100 1.099602 6.435640
780.369900 1.108499 6.406071
779.940700 1.119275 6.381198
779.511300 1.129173 6.349969
779.081800 1.139763 6.320607
778.652300 1.147980 6.288643
778.222700 1.159351 6.259942
777.793000 1.171406 6.235200
777.363200 1.182256 6.209553
776.933200 1.194732 6.190206
776.503200 1.206534 6.165897
776.073100 1.217868 6.131807
775.642900 1.231723 6.104216
775.212600 1.246340 6.074759
774.782200 1.260719 6.042007
774.351700 1.273356 6.007841
773.921200 1.286680 5.978061
773.490500 1.301495 5.948170
773.059800 1.314888 5.919320
772.628900 1.329670 5.887019
772.198000 1.349096 5.857978
771.766900 1.367652 5.829510
771.335800 1.386998 5.799395
770.904600 1.408424 5.765132
770.473300 1.428855 5.736989
770.041900 1.450843 5.709049
769.610400 1.464658 5.683060
769.178700 1.494380 5.652065
768.747100 1.526102 5.614647
768.315200 1.543829 5.583759
767.883400 1.559290 5.558891
767.451400 1.586849 5.521928
767.019300 1.631069 5.483109
766.587200 1.659667 5.460648
766.154900 1.683863 5.427863
765.722500 1.711159 5.396957
765.290100 1.734978 5.376502
764.857500 1.780519 5.345393
764.424900 1.821836 5.324143
763.992200 1.852649 5.315135
763.559300 1.894338 5.295411
763.126400 1.941196 5.278067
762.693400 1.989014 5.268916
762.260300 2.030121 5.260951
761.827100 2.097343 5.265969
761.393800 2.150682 5.270249
760.960400 2.201375 5.282708
760.526900 2.281392 5.293532
760.093300 2.349231 5.326248
759.659700 2.400412 5.372614
759.225900 2.492955 5.407362
758.792100 2.587867 5.437015
758.358100 2.673810 5.494425
757.924000 2.786540 5.545727
757.489900 2.890154 5.615763
757.055600 2.998601 5.678262
756.621300 3.127717 5.764250
756.186800 3.241234 5.860550
755.752300 3.365588 5.987135
755.317700 3.473151 6.166539
754.883000 3.613298 6.312692
754.448200 3.786556 6.424319
754.013200 3.938558 6.610658
753.578200 4.085123 6.825291
753.143100 4.244907 7.010792
752.707900 4.415438 7.184024
752.272600 4.595449 7.354144
751.837300 4.730740 7.632789
751.401800 4.905121 7.781341
750.966200 5.080525 7.899151
750.530600 5.229495 8.110303
750.094800 5.374042 8.311386
749.658900 5.515210 8.544350
749.223000 5.637551 8.807641
748.786900 5.776055 9.054663
748.350800 5.910164 9.257638
747.914600 6.032451 9.555029
747.478200 6.128595 9.852092
747.041700 6.204709 9.948260
746.605200 6.281171 10.191880
746.168600 6.334052 10.387278
745.731900 6.365849 10.670291
745.295000 6.381234 11.076379
744.858200 6.382524 11.425787
744.421100 6.365966 11.883127
743.984100 6.342689 12.487236
743.546800 6.285164 13.089933
743.109600 6.193848 13.754472
742.672200 6.075887 14.412266
742.234700 5.948001 15.194107
741.797100 5.746438 16.067127
741.359400 5.530188 17.100780
740.921600 5.274870 18.171197
740.483800 4.987802 19.225269
740.045800 4.664266 20.348106
739.607700 4.311067 21.542756
739.169600 3.917512 22.686886
738.731300 3.504740 23.802524
738.293000 3.072651 24.881552
737.854500 2.609118 25.932050
737.416000 2.136630 26.976623
736.977300 1.668191 27.822206
736.538600 1.261808 28.478287
736.099700 0.996358 29.096755
735.660800 1.002910 29.543916
735.221800 1.293105 29.756018
734.782700 1.721025 29.800957
734.343400 2.212818 29.739496
733.904100 2.728619 29.529747
733.464700 3.235702 29.034598
733.025200 3.733500 28.295846
732.585600 4.207476 27.365384
732.145900 4.654233 26.251800
731.706100 5.061495 25.072943
731.266200 5.409268 23.744139
730.826200 5.697551 22.342175
730.386100 5.933552 20.861723
729.945900 6.076138 19.449483
729.505700 6.168680 18.079303
729.065300 6.217462 16.654947
728.624800 6.241759 15.305243
728.184300 6.225317 14.049627
727.743600 6.173752 12.933679
727.302800 6.092781 11.977523
726.861900 5.996040 11.214685
726.421000 5.883494 10.464036
725.979900 5.753057 9.833724
725.538800 5.604826 9.297736
725.097500 5.439726 8.896804
724.656100 5.307324 8.473593
724.214700 5.192763 8.052710
723.773200 5.073174 7.704325
723.331500 4.935990 7.445897
722.889800 4.792624 7.247851
722.447900 4.643044 7.094896
722.006000 4.484353 7.004200
721.564000 4.308545 6.994941
721.121800 4.132992 6.988203
720.679600 3.973732 6.917138
720.237300 3.805927 6.805760
719.794900 3.654857 6.656450
719.352400 3.509789 6.497427
718.909700 3.386156 6.439338
718.467000 3.240231 6.438606
718.024200 3.091681 6.413783
717.581300 2.972777 6.457000
717.138300 2.852202 6.490547
716.695200 2.744112 6.458109
716.252000 2.636666 6.415258
715.808700 2.523932 6.422250
715.365300 2.411357 6.365065
714.921800 2.308908 6.302920
714.478200 2.210089 6.236660
714.034500 2.109700 6.200960
713.590700 2.015969 6.147075
713.146900 1.915484 6.129658
712.702800 1.818610 6.105209
