# lams, psi_mean, delta_mean
779.081800 16.663030 133.382125
778.652300 16.817928 132.298112
778.222700 16.970292 131.193455
777.793000 17.116750 130.123623
777.363200 17.267797 129.056405
776.933200 17.406293 128.001179
776.503200 17.556044 126.947132
776.073100 17.699743 125.910561
775.642900 17.846331 124.887487
775.212600 18.000197 123.892471
774.782200 18.147133 122.906231
774.351700 18.300440 121.913063
773.921200 18.452165 120.932447
773.490500 18.600187 119.974599
773.059800 18.761309 118.972555
772.628900 18.914448 118.009931
772.198000 19.071693 117.050451
771.766900 19.222797 116.098819
771.335800 19.369594 115.163990
770.904600 19.524270 114.198399
770.473300 19.685431 113.267616
770.041900 19.834936 112.366872
769.610400 19.979797 111.453242
769.178700 20.142503 110.504984
768.747100 20.299199 109.594756
768.315200 20.449671 108.696092
767.883400 20.603189 107.777419
767.451400 20.757637 106.895501
767.019300 20.941928 105.977224
766.587200 21.108706 105.087499
766.154900 21.282508 104.196005
765.722500 21.466663 103.307694
765.290100 21.627862 102.450633
764.857500 21.808848 101.584832
764.424900 21.975900 100.737881
763.992200 22.145904 99.902195
763.559300 22.322432 99.063451
763.126400 22.502456 98.236358
762.693400 22.691861 97.369418
762.260300 22.861772 96.528631
761.827100 23.043449 95.668359
761.393800 23.215602 94.843497
760.960400 23.381839 93.996058
760.526900 23.577377 93.109896
760.093300 23.745771 92.228626
759.659700 23.898267 91.366333
759.225900 24.071692 90.517206
758.792100 24.229849 89.624144
758.358100 24.399787 88.723626
757.924000 24.602007 87.820788
757.489900 24.778134 86.905001
757.055600 24.983991 85.975108
756.621300 25.151015 85.019153
756.186800 25.352549 84.044730
755.752300 25.504257 83.075378
755.317700 25.598595 82.081557
754.883000 25.726154 81.062235
754.448200 25.945816 80.026187
754.013200 26.124693 78.949756
753.578200 26.277041 77.843061
753.143100 26.420846 76.759288
752.707900 26.617767 75.715124
752.272600 26.826590 74.623657
751.837300 26.934084 73.491012
751.401800 27.114169 72.381137
750.966200 27.277462 71.280523
750.530600 27.394347 70.136840
750.094800 27.522636 68.961569
749.658900 27.601467 67.724724
749.223000 27.625435 66.484112
748.786900 27.641176 65.229160
748.350800 27.710848 63.989429
747.914600 27.667739 62.700335
747.478200 27.585520 61.365754
747.041700 27.605415 60.083896
746.605200 27.574715 58.735743
746.168600 27.560987 57.395197
745.731900 27.487509 56.014131
745.295000 27.412623 54.621244
744.858200 27.402478 53.236674
744.421100 27.347790 51.776658
743.984100 27.231815 50.237611
743.546800 27.068967 48.693564
743.109600 26.891991 47.159978
742.672200 26.729046 45.603456
742.234700 26.519347 43.942772
741.797100 26.449404 42.424232
741.359400 26.264844 40.724438
740.921600 26.184075 39.193233
740.483800 26.142078 37.577939
740.045800 26.002546 35.886257
739.607700 25.845937 34.132901
739.169600 25.692137 32.309330
738.731300 25.510544 30.406613
738.293000 25.372409 28.576288
737.854500 25.228362 26.594735
737.416000 25.064350 24.540091
736.977300 24.986697 22.371968
736.538600 24.877517 20.374271
736.099700 24.720074 18.072287
735.660800 24.575867 15.829008
735.221800 24.465081 13.718162
734.782700 24.372940 11.539411
734.343400 24.283711 9.244762
733.904100 24.224009 7.165249
733.464700 24.139990 4.795048
733.025200 24.077341 2.415508
732.585600 24.043432 0.124474
732.145900 24.013632 357.857321
731.706100 24.021386 355.430103
731.266200 24.038335 352.989315
730.826200 24.058898 350.752798
730.386100 24.071910 348.590548
729.945900 24.139619 346.342818
729.505700 24.187416 344.240188
729.065300 24.254958 342.096389
728.624800 24.326314 340.044454
728.184300 24.409338 338.159197
727.743600 24.460927 336.269883
