# lams, psi_mean, delta_mean
659.159200 18.620210 80.037981
658.703200 18.185592 80.111086
658.247100 17.746470 80.182382
657.790900 17.311831 80.263808
657.334600 16.872304 80.344766
656.878200 16.428759 80.420779
656.421800 15.980202 80.499834
655.965100 15.534261 80.579719
655.508400 15.075496 80.654198
655.051600 14.619528 80.728461
654.594700 14.164295 80.805058
654.137700 13.697769 80.863852
653.680600 13.230344 80.928125
653.223400 12.759729 80.988517
652.766100 12.287688 81.047356
652.308700 11.809539 81.099810
651.851100 11.329792 81.154637
651.393600 10.845471 81.180686
650.935800 10.365816 81.216756
650.478000 9.873626 81.243395
650.020100 9.379149 81.249277
649.562000 8.881349 81.252362
649.103900 8.383909 81.245986
648.645700 7.883576 81.209378
648.187300 7.381003 81.163172
647.728900 6.877723 81.081323
647.270300 6.376020 80.986890
646.811700 5.868371 80.861514
646.353000 5.357219 80.648297
645.894100 4.845794 80.378585
645.435100 4.333235 80.015075
644.976100 3.820066 79.521183
644.516900 3.308191 78.825298
644.057700 2.792439 77.867962
643.598300 2.278057 76.426181
643.138900 1.764722 73.943807
642.679300 1.256676 69.431211
642.219600 0.767912 58.818715
641.759800 0.380986 21.142682
641.299900 0.498753 309.343439
640.840000 0.950585 287.133203
640.379900 1.452860 279.775110
639.919700 1.967429 276.232620
639.459400 2.488704 274.258916
638.999000 3.010705 272.996329
638.538500 3.533649 272.172172
638.077900 4.057488 271.575061
637.617200 4.581707 271.127394
637.156400 5.107600 270.842176
636.695400 5.633114 270.619791
636.234400 6.155637 270.428154
635.773300 6.677681 270.305923
635.312100 7.201340 270.221903
634.850800 7.725106 270.149835
634.389300 8.246873 270.126467
633.927800 8.767167 270.111570
633.466200 9.279794 270.125408
633.004400 9.795632 270.156636
632.542500 10.316443 270.202705
632.080600 10.829043 270.253568
631.618600 11.348858 270.317759
631.156400 11.856942 270.397010
630.694200 12.357955 270.446272
630.231800 12.860235 270.516660
629.769300 13.352938 270.591568
629.306800 13.850858 270.671326
628.844100 14.343945 270.752765
628.381300 14.839068 270.844782
627.918400 15.315439 270.939781
627.455400 15.816728 271.060440
626.992300 16.313341 271.138205
626.529100 16.805876 271.221092
626.065800 17.297559 271.332846
625.602400 17.773589 271.438032
625.138900 18.227863 271.599253
624.675300 18.700176 271.721199
624.211500 19.169217 271.865220
623.747700 19.622786 272.008850
623.283800 20.061592 272.172266
622.819800 20.536825 272.305725
622.355700 21.007136 272.327915
621.891400 21.489565 272.353907
621.427100 21.986081 272.353090
620.962600 22.507873 272.329300
620.498000 22.961586 272.311096
620.033400 23.396251 272.310131
619.568700 23.817643 272.297243
619.103800 24.197856 272.317754
618.638800 24.547704 272.353743
618.173700 24.903357 272.390919
617.708600 25.203394 272.422655
617.243300 25.529967 272.460627
616.777900 25.851517 272.509288
616.312400 26.158855 272.569743
615.846800 26.448209 272.639620
615.381000 26.742175 272.693159
614.915300 27.001191 272.754517
614.449300 27.264221 272.821124
613.983300 27.515263 272.901953
613.517200 27.774655 272.982124
613.051000 28.022213 273.066325
612.584700 28.247018 273.156491
612.118200 28.473817 273.251255
611.651700 28.685217 273.344368
611.185000 28.897807 273.441228
610.718300 29.096189 273.541176
610.251400 29.287773 273.636716
609.784400 29.468303 273.735871
609.317300 29.651261 273.844259
608.850200 29.835309 273.956125
608.382900 29.990850 274.071882
607.915500 30.156655 274.188178
